koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_impact,koi_model_snr,koi_steff,koi_slogg,ra,dec
2,0.4808294015396076,1,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,294.48996,38.199619
2,0.0,0,1,0,0.459,28.7,5929.0,4.152,289.81143,38.324951
0,0.4808294015396076,0,0,0,0.4466,5.3,6362.0,4.248,289.81143,38.324951
2,0.0,0,1,0,0.837,2905.9,5883.0,4.04,290.25485,38.34166
0,0.908,0,0,0,0.392,15.5,5553.0,4.32,290.60794,41.201092
0,0.69,0,0,0,0.07,8.6,6273.0,4.442,293.40323,45.493809
0,0.4808294015396076,0,0,0,0.4758,5.7,6028.0,4.459,289.50635,45.370998
0,0.999,0,0,0,0.173,21.9,5310.0,4.512,289.82599,43.725231
0,0.737,0,0,0,0.374,8.0,6273.0,4.442,293.40323,45.493809
2,0.0,0,1,1,0.72,631.1,6645.0,4.271,296.03485,45.490822
2,0.0,0,1,0,0.525,155.4,5299.0,3.865,300.95703,45.449188
0,0.954,0,0,0,1.145,25.2,4926.0,3.02,287.84042,45.599751
2,0.4808294015396076,1,0,0,0.7163,5.8,4902.0,3.042,287.84042,45.599751
0,0.0,0,0,0,0.305,12.0,4569.0,4.686,291.48495,45.54567
1,0.997,0,0,0,0.505,19.2,5574.0,4.354,285.72849,42.65453
1,1.0,0,0,0,0.083,19.5,5574.0,4.354,285.72849,42.65453
0,0.216,0,0,0,1.105,8.7,6303.0,3.595,297.1243,47.037022
2,0.0,1,0,1,0.801,15.5,5880.0,4.525,289.71487,39.283871
0,0.868,0,0,0,0.314,10.5,5273.0,4.566,291.67682,38.874908
2,0.4808294015396076,1,0,0,0.4046,4.1,7843.0,3.829,293.71811,41.430939
0,0.978,0,0,0,0.592,7.3,6032.0,4.387,290.73517,44.09132
2,0.4808294015396076,1,0,0,0.5312,4.6,6089.0,4.495,295.19983,46.731731
2,0.292,0,1,0,0.924,201.6,6052.0,4.084,285.14496,39.186989
2,0.0,0,1,0,0.567,1177.8,5561.0,4.558,289.31421,39.131359
2,0.0,0,1,1,1.236,301.4,6691.0,4.084,294.68643,39.396561
2,0.0,0,1,1,1.215,62.5,4428.0,4.59,293.73715,39.825859
2,0.0,0,1,0,0.936,396.2,6316.0,4.387,288.47214,40.087662
0,0.616,0,0,0,0.213,9.8,6188.0,4.196,289.77325,40.80072
2,0.0,0,1,0,0.73,1115.3,6211.0,4.127,297.95358,40.153252
2,0.0,0,1,1,1.268,91.5,5288.0,4.566,284.04843,40.408539
0,0.4808294015396076,0,0,0,0.7285,7.9,6711.0,4.179,291.75204,38.66254
0,0.0,0,0,0,0.633,48.8,5874.0,3.664,287.97546,38.74028
2,0.0,0,0,1,0.638,9.8,6339.0,4.387,294.41693,43.799587
0,0.755,0,0,0,1.346,10.6,5874.0,3.664,287.97546,38.74028
2,0.228,1,0,0,0.928,21.1,5729.0,4.436,295.05994,38.855911
2,0.4808294015396076,1,0,0,0.2921,13.7,5729.0,4.436,295.05994,38.855911
2,0.4808294015396076,1,0,0,0.6187,6.6,8057.0,3.946,295.32828,38.8475
2,0.4808294015396076,1,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,294.4754,39.00388
2,0.0,0,1,0,1.13,65.6,5692.0,3.829,284.62463,39.17878
2,0.0,0,1,0,0.646,440.1,6844.0,4.145,292.57278,45.757729
2,0.4808294015396076,1,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,295.34586,45.768803
2,0.0,1,0,0,0.002,1656.7,4809.0,3.106,295.90674,45.724098
2,0.4808294015396076,1,0,0,0.1224,9.2,6468.0,4.288,299.77258,45.778999
0,0.0,0,0,0,0.211,23.7,6243.0,4.406,298.39575,42.459751
2,0.4808294015396076,1,0,0,42.778,5.5,7981.0,3.716,299.79901,45.735371
2,0.0,0,1,0,0.513,779.2,7945.0,4.023,292.43274,45.853409
0,0.4808294015396076,0,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,284.14114,45.944641
0,0.995,0,0,0,0.259,8.8,5505.0,4.501,290.58612,46.642689
0,0.98,0,0,0,0.371,9.8,5839.0,4.279,289.07397,40.366009
0,1.0,0,0,0,0.447,11.9,6134.0,4.065,290.45831,48.661369
2,0.0,1,0,1,0.777,2.7,6290.0,4.133,297.58194,40.5313
1,0.911,0,0,0,0.01,13.1,5119.0,4.508,291.39938,38.78775
0,0.975,0,1,0,1.262,140.6,5405.0,3.853,296.18478,43.980751
0,0.946,0,0,0,0.28,8.6,5119.0,4.508,291.39938,38.78775
0,0.4808294015396076,0,0,0,0.259,9.8,6328.0,4.456,281.95569,44.261532
0,0.629,0,0,0,0.04,10.4,5543.0,4.318,283.25119,40.72311
2,0.0,1,0,1,0.293,13.3,5754.0,4.534,297.52072,40.585419
2,0.0,1,0,1,0.031,15.2,5595.0,4.513,297.52277,40.581341
2,0.0,1,0,1,0.689,30.0,5968.0,4.426,297.55103,40.557388
2,0.0,0,1,0,1.255,302.3,4794.0,2.781,280.77213,44.18874
2,0.0,1,0,1,0.384,28.2,4873.0,4.586,297.6044,40.53286
2,0.0,1,0,1,0.966,35.4,5442.0,4.541,297.61758,40.506771
2,0.0,1,0,1,0.428,24.9,5571.0,4.643,297.66727,40.51413
2,0.0,1,0,1,0.746,21.4,6098.0,3.707,297.75357,40.55262
2,0.0,1,0,1,0.979,15.5,5279.0,4.62,297.5343,40.653389
0,0.4808294015396076,0,0,0,0.4516,5.5,5551.0,4.386,285.8627,39.20528
2,0.0,0,1,0,0.709,6512.7,6621.0,4.294,287.83334,39.221272
0,0.8,0,0,0,0.124,12.2,4999.0,4.49,292.14447,47.157349
2,0.4808294015396076,1,0,0,0.0164,8.3,6620.0,3.779,287.83334,39.221272
2,0.0,0,1,1,0.049,13.6,4746.0,4.605,289.76312,39.245178
0,0.4808294015396076,0,0,0,0.225,6.6,6845.0,3.849,289.84818,39.331463
2,0.0,0,1,0,0.661,5552.2,6181.0,4.084,296.64883,39.318588
2,0.0,0,1,0,0.616,739.8,5512.0,4.575,285.58578,39.47913
2,0.0,0,1,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,287.15613,45.979259
2,0.0,0,1,1,1.262,120.5,7332.0,4.265,294.48807,46.002289
2,0.0,0,1,0,0.198,637.1,7803.0,3.688,297.11075,46.0896
2,0.0,0,1,0,0.762,3602.0,5843.0,4.399,299.6091,46.11824
2,0.0,0,1,0,0.001,693.8,5250.0,4.548,285.88449,46.289829
2,0.0,0,1,1,1.264,152.1,5876.0,4.273,296.18518,43.978649
2,0.0,0,0,1,0.235,28.5,4748.0,2.635,288.01651,46.206921
0,1.0,0,0,0,0.071,9.9,5947.0,4.481,294.444,46.335972
0,0.985,0,0,0,0.913,14.0,5476.0,3.904,284.09457,41.182819
0,0.965,0,0,0,0.256,8.8,5896.0,4.516,287.37039,44.187988
2,0.4808294015396076,1,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,293.45612,41.048222
2,0.0,1,0,1,0.978,24.2,5691.0,4.544,297.55954,40.639469
2,0.0,1,0,1,0.879,20.5,6246.0,4.433,297.58768,40.632092
2,0.0,1,0,1,0.976,30.7,5514.0,4.569,297.59531,40.660728
2,0.0,1,0,1,0.984,21.1,5742.0,4.564,297.74551,40.67429
2,0.0,1,0,1,0.997,36.9,6367.0,4.181,297.74567,40.652519
2,0.0,1,0,1,0.98,15.5,5761.0,4.581,297.63263,40.709129
2,0.0,0,1,0,0.159,1208.2,5301.0,4.416,283.43982,40.83622
2,0.0,0,1,0,0.996,555.6,8617.0,3.78,290.02435,39.563389
0,0.691,0,0,0,0.019,11.7,5823.0,4.486,295.0809,43.953239
0,0.4808294015396076,0,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,291.59775,39.53606
2,0.0,0,1,0,0.951,68.9,5511.0,4.569,287.13815,39.673592
0,0.4808294015396076,0,0,0,0.6109,37.8,7081.0,4.16,289.53336,39.836639
0,0.4808294015396076,0,0,0,0.2695,15.8,7081.0,4.16,289.53336,39.836639
0,0.4808294015396076,0,0,0,7.3743,24.8,6113.0,4.463,290.26767,44.712849
2,0.0,0,1,0,0.505,6581.3,6562.0,3.822,289.96436,39.811352
0,0.997,0,0,0,0.042,11.5,6116.0,4.444,290.45026,39.862011
0,0.612,0,0,0,0.668,8.4,5947.0,4.481,294.444,46.335972
0,0.4808294015396076,0,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,298.06549,46.436298
2,0.0,0,1,0,0.549,2443.8,6630.0,4.235,290.47803,46.537949
2,0.0,0,1,0,0.813,581.0,5955.0,4.446,293.45514,46.521751
2,0.0,1,0,0,1.251,45.7,5955.0,4.534,295.07114,46.68782
2,0.4808294015396076,1,0,0,0.0371,6.2,6049.0,3.728,299.87131,46.822491
0,0.4808294015396076,0,0,0,0.3257,3.5,6049.0,3.728,299.87131,46.822491
2,0.4808294015396076,1,0,0,0.2396,6.9,4547.0,4.559,298.90012,47.146481
0,0.4808294015396076,0,0,0,0.4,7.1,4944.0,4.614,286.08908,45.369011
1,0.996,0,0,0,0.962,12.1,6432.0,4.207,300.33237,44.986141
0,0.0,0,0,0,0.951,12.7,6432.0,4.207,300.33237,44.986141
2,0.4808294015396076,1,0,0,0.0237,8.5,5802.0,4.073,286.39584,43.075821
0,0.4808294015396076,0,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,291.36188,49.02198
2,0.4808294015396076,1,0,0,30.612,5.5,3396.0,4.991,287.26215,42.03231
2,0.4808294015396076,1,0,0,0.1508,9.2,6225.0,4.481,288.97574,41.279121
0,0.301,0,0,0,0.237,9.4,6537.0,3.76,283.6788,41.096882
2,0.0,0,1,1,1.286,103.4,6063.0,4.584,297.76053,40.829948
2,0.802,0,1,0,0.951,570.6,6306.0,4.346,293.2944,41.035351
2,0.0,0,1,0,0.96,2246.9,7049.0,4.212,292.1745,41.290661
2,0.4808294015396076,1,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,292.19397,47.457088
2,0.0,0,1,0,0.58,1872.6,5949.0,4.451,297.00006,41.290031
2,0.0,0,1,0,1.04,2153.0,6535.0,4.183,289.86105,41.408192
2,0.0,0,1,0,0.794,536.8,5067.0,4.625,293.21854,41.417339
2,0.0,0,1,1,1.256,138.8,6070.0,3.969,297.7937,41.402401
0,0.4808294015396076,0,0,0,0.0856,7.9,6123.0,4.465,290.45026,39.862011
2,0.0,0,1,0,0.466,5557.4,6064.0,4.16,289.02982,39.951889
2,0.0,0,1,1,0.874,5.9,5650.0,4.391,294.44336,40.06134
2,0.0,0,1,0,0.914,190.1,5838.0,4.342,284.34503,40.196091
2,0.0,0,1,0,1.291,325.8,8675.0,4.08,297.40039,40.149479
2,0.001,0,1,0,0.237,2657.6,6184.0,4.19,298.40985,40.156792
2,0.0,0,1,0,0.662,52.4,5632.0,4.45,291.06418,44.170399
2,0.0,1,0,0,1.211,121.8,6313.0,3.706,297.16843,40.27552
0,0.4808294015396076,0,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,299.23679,40.425819
0,0.4808294015396076,0,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,287.78461,47.228043
0,0.085,0,0,0,0.641,14.2,5670.0,4.397,291.55695,39.227291
0,0.956,0,0,0,0.01,17.8,5174.0,3.228,288.79553,47.203651
2,0.4808294015396076,1,0,0,0.5206,8.7,5236.0,3.711,296.10846,47.222279
2,0.0,0,1,0,0.978,4881.9,6631.0,3.798,298.82739,47.25774
2,0.0,0,0,0,0.311,19.8,7286.0,3.998,292.76028,47.448299
2,0.0,0,1,0,0.002,29.3,4535.0,4.607,298.10834,47.487919
0,0.994,0,0,0,0.95,13.8,6146.0,4.454,301.56284,44.240391
2,0.0,0,1,1,1.262,173.2,5423.0,4.542,298.82443,41.435921
2,0.001,0,1,0,0.552,437.8,5726.0,4.403,282.68491,41.587959
2,0.0,0,1,0,0.923,32.9,5182.0,3.935,287.3327,41.506672
2,0.034,0,1,0,0.996,124.3,5457.0,4.442,293.19833,41.558311
2,0.005,0,1,0,0.863,529.4,6502.0,3.991,285.5184,41.660469
2,0.0,1,0,0,0.534,802.9,5988.0,4.271,296.29636,41.604561
2,0.0,0,0,1,0.008,14.1,6117.0,4.496,295.81454,47.69035
2,0.0,0,1,0,1.111,1571.8,6387.0,4.41,292.07166,42.076382
0,0.826,0,0,0,0.119,7.8,5763.0,4.436,295.06631,44.162449
0,0.913,0,0,0,0.087,11.6,5372.0,4.007,285.66269,48.435371
2,0.0,1,0,1,0.973,123.7,6381.0,4.155,297.61353,40.584942
2,0.0,1,0,1,0.885,190.8,4849.0,3.06,297.66788,40.58028
0,0.999,0,0,0,0.013,20.7,4530.0,4.704,284.44101,40.625
2,0.4808294015396076,0,1,0,0.132,20.1,5221.0,3.72,297.7027,40.68623
2,0.4808294015396076,1,0,0,0.593,7.5,5221.0,3.72,297.7027,40.68623
0,0.996,0,0,0,0.069,84.5,6264.0,4.133,294.55789,40.850498
1,1.0,0,0,0,0.815,23.8,6264.0,4.133,294.55789,40.850498
2,0.4808294015396076,1,0,1,0.3202,7.8,5332.0,4.5,299.61707,47.406021
2,0.0,0,1,0,0.539,5143.6,6075.0,4.422,282.18964,47.523762
0,0.4808294015396076,0,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,295.68192,47.591881
2,0.4808294015396076,1,0,0,0.3967,5.0,7304.0,4.151,295.68192,47.591881
2,0.0,0,1,0,0.878,394.0,6029.0,4.523,296.6817,47.600342
0,0.95,0,0,0,0.277,9.5,4777.0,4.689,288.66891,39.824009
2,0.0,1,0,0,0.838,119.7,5446.0,4.599,292.47943,47.83461
2,0.0,1,0,0,0.004,140.9,4847.0,3.277,296.97522,47.886551
2,0.4808294015396076,1,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,295.43433,44.53112
0,0.929,0,0,0,0.851,10.1,4954.0,4.5,290.46512,47.92918
0,0.989,0,0,0,0.123,13.0,4922.0,4.624,286.08908,45.369011
2,0.019,0,1,0,0.198,1561.2,6283.0,4.459,294.33139,42.093979
2,0.001,0,1,0,0.872,275.6,5931.0,4.418,297.47104,42.087898
2,0.0,0,1,0,0.174,1517.7,5433.0,4.465,292.63113,42.180779
2,0.0,0,1,0,1.083,316.9,6192.0,4.326,286.99765,42.46516
2,0.0,0,1,1,1.264,170.8,5603.0,4.556,297.01459,42.789169
2,0.0,0,1,0,0.457,3921.8,5841.0,4.454,282.05328,42.864952
2,0.0,0,1,0,1.225,33.4,5633.0,4.016,295.65799,42.801239
2,0.0,0,1,0,0.593,3217.6,6201.0,4.472,291.80966,42.981609
0,0.998,0,0,0,0.001,13.4,6264.0,4.133,294.55789,40.850498
2,0.4808294015396076,0,1,0,0.6458,5.6,6645.0,4.232,297.31543,40.874981
2,0.0,0,1,0,0.613,8577.4,6466.0,4.278,299.71979,40.903961
0,0.4808294015396076,0,0,0,0.1086,9.3,5767.0,4.57,296.47937,39.127571
2,0.021,0,1,0,0.879,290.7,6081.0,4.133,283.26172,41.08448
2,0.0,1,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,297.83493,41.058319
0,1.0,0,0,0,0.65,10.6,6174.0,4.445,298.19412,41.029331
2,0.0,0,0,1,0.068,10.6,6174.0,4.445,298.19412,41.029331
1,1.0,0,0,0,0.832,19.7,5723.0,4.546,285.47504,48.034931
2,0.0,0,1,0,3.219,560.2,5615.0,4.455,290.66058,48.04615
2,0.644,0,1,0,0.399,204.7,5193.0,4.525,293.74011,48.011501
2,0.0,0,1,0,0.905,354.4,5461.0,4.586,296.64764,43.995041
2,0.4808294015396076,1,0,0,0.4188,11.3,6643.0,3.946,289.90967,48.489231
2,0.0,0,1,0,1.269,120.4,5772.0,4.549,290.7988,48.483929
1,1.0,0,0,0,0.081,6.0,5929.0,4.413,297.47946,48.418571
2,0.0,0,1,0,1.298,257.5,9565.0,4.088,298.27737,48.64082
2,0.0,0,1,0,1.265,380.5,5051.0,3.22,296.20502,48.766811
2,0.4808294015396076,1,0,0,0.4969,7.7,4722.0,4.723,290.46512,47.92918
2,0.0,0,1,1,1.341,23.6,7429.0,4.143,289.87411,49.68549
2,0.4808294015396076,0,0,1,0.2428,43.1,5619.0,4.536,296.38229,48.045311
1,0.976,0,0,0,0.532,15.8,5650.0,4.546,287.24118,39.33276
0,0.4808294015396076,0,0,0,0.0214,13.1,6308.0,4.353,294.33847,50.33654
0,0.0,0,0,0,0.95,11.2,6325.0,4.409,294.33847,50.33654
0,0.4808294015396076,0,0,0,0.1382,10.6,5190.0,3.63,286.71564,48.645279
2,0.0,1,0,0,0.733,10.5,6197.0,4.449,296.38904,43.85051
2,1.0,1,0,0,0.548,12.7,5639.0,4.551,286.39862,45.343529
2,0.0,0,1,1,0.18,6.2,4871.0,4.606,295.03033,42.983501
0,0.0,0,0,0,1.219,18.1,5251.0,4.581,292.23676,41.08588
2,0.0,0,1,0,0.852,1863.4,6505.0,4.25,289.11096,43.013641
2,0.0,0,1,1,1.272,397.6,5885.0,4.413,294.67804,43.199261
2,0.0,0,1,0,0.675,3373.3,5278.0,4.658,296.45999,43.28553
2,0.0,1,0,1,0.658,12.9,6790.0,3.822,295.86908,43.997959
2,0.0,0,1,0,0.599,1520.0,5960.0,4.438,295.8085,43.303108
2,0.0,0,1,0,1.653,386.0,5340.0,4.715,290.49683,43.49091
2,0.0,0,1,1,0.224,11.4,6705.0,3.629,298.84302,43.402031
2,0.001,0,1,0,0.949,508.0,8212.0,3.736,298.47604,41.07991
2,0.0,0,1,0,1.321,107.4,5037.0,3.002,289.28741,41.264809
0,0.4808294015396076,0,0,0,3.6303,3.8,7343.0,3.751,288.5929,41.307339
0,0.4808294015396076,0,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,289.48145,41.49942
0,0.4808294015396076,0,0,0,11.3832,7.0,6967.0,4.086,289.48145,41.49942
2,0.0,0,0,1,0.173,37.6,4641.0,4.589,289.7261,39.272831
2,0.4808294015396076,1,0,0,0.0322,10.1,6626.0,3.676,282.71991,41.519379
0,0.877,0,0,0,0.025,16.2,5818.0,4.554,295.34271,46.602261
2,0.0,0,1,0,0.622,3665.4,6304.0,4.435,295.69138,48.90377
2,0.0,1,0,1,0.424,9.3,4604.0,4.749,295.81485,44.19334
2,0.001,0,0,1,0.276,11.4,6304.0,4.435,295.69138,48.90377
2,0.4808294015396076,1,0,0,0.0094,11.7,7102.0,4.068,291.57312,49.097771
0,0.4808294015396076,0,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,291.57312,49.097771
0,0.4808294015396076,0,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,286.72897,49.154945
0,0.4808294015396076,0,0,0,0.5052,6.9,5847.0,4.525,295.56683,49.378029
0,0.4808294015396076,0,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,295.56683,49.378029
2,0.0,0,1,0,1.248,126.1,5544.0,4.435,294.45444,43.500511
2,0.0,1,0,1,0.895,239.5,5971.0,3.914,297.73981,43.510319
2,0.0,1,0,1,1.243,231.4,6558.0,4.167,286.28693,43.61364
2,0.0,0,1,0,1.124,326.1,7279.0,3.856,298.81647,43.673321
0,0.0,1,0,0,0.793,15.7,5251.0,4.581,292.23676,41.08588
2,0.0,0,1,0,0.804,1594.1,6651.0,3.6,288.08749,43.876141
2,0.0,0,1,0,0.745,813.6,5870.0,3.808,289.97034,43.82053
2,0.128,1,0,0,0.714,11.5,4833.0,3.13,300.16159,43.992931
2,0.0,0,1,1,1.253,364.0,5714.0,4.501,298.75574,43.964642
2,0.0,0,1,0,0.15,1767.3,5147.0,3.424,289.30081,41.526508
1,0.937,0,0,0,0.721,20.6,6486.0,4.136,296.35944,41.574532
1,0.999,0,0,0,0.007,17.9,6486.0,4.136,296.35944,41.574532
0,0.802,0,0,0,0.893,9.2,6486.0,4.136,296.35944,41.574532
2,0.0,0,1,0,0.272,5784.8,7201.0,4.138,291.26416,41.74884
2,0.135,0,0,1,0.616,9.8,6461.0,4.396,299.79675,44.163071
2,0.0,0,1,0,0.366,8022.8,7666.0,3.658,293.89642,41.831772
2,0.4808294015396076,1,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,287.91104,42.014042
2,0.0,0,0,1,0.492,10.1,4013.0,4.639,286.1767,42.196529
2,0.0,0,1,1,0.806,4.0,5491.0,4.432,296.20621,49.47205
2,0.0,0,1,0,1.137,933.5,6300.0,4.404,291.73993,49.570808
0,0.4808294015396076,0,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,289.03772,49.712601
0,0.975,0,0,0,0.739,13.4,6200.0,4.072,295.21268,49.56218
2,0.0,1,0,0,1.193,41.7,6769.0,4.379,296.40967,43.876019
2,0.4808294015396076,1,0,0,0.0431,7.7,5295.0,3.617,291.72916,38.070019
0,0.4808294015396076,0,0,0,0.2074,4.8,6907.0,4.264,289.03772,49.712601
2,0.309,0,1,0,0.004,674.9,6195.0,3.937,297.31537,49.706081
2,0.0,0,1,0,0.463,710.9,7026.0,4.068,286.90445,44.005508
2,0.0,1,0,0,1.313,45.8,11360.0,3.636,292.61746,44.002048
2,0.0,0,1,0,1.247,343.5,5510.0,4.608,292.63339,44.001839
2,0.0,0,1,0,1.271,111.3,5783.0,4.539,292.84973,44.060638
2,0.429,0,1,0,0.368,310.0,5872.0,4.481,290.89172,44.16885
2,0.0,0,1,1,1.205,59.5,5927.0,4.544,291.27151,44.376362
2,0.018,0,1,0,0.019,731.2,6208.0,4.226,300.09155,44.41481
0,1.0,0,0,0,0.041,12.0,5191.0,4.564,293.0614,43.58136
0,0.4808294015396076,0,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,291.19293,42.49445
2,0.0,1,0,1,0.213,25.4,5421.0,4.564,289.7439,39.286301
0,0.4808294015396076,0,0,0,0.196,9.4,5642.0,4.6,291.20096,42.449989
2,0.0,0,1,0,0.013,16.4,3599.0,0.679,296.76535,42.404987
2,0.0,0,1,0,0.336,899.3,7426.0,4.116,288.82379,42.602341
2,0.4808294015396076,1,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,292.20297,42.640499
2,0.0,0,1,0,0.639,1550.9,5372.0,4.396,295.13705,42.646999
2,0.869,0,1,0,0.608,312.3,5022.0,4.668,281.59381,42.710011
2,0.0,0,1,0,1.008,393.9,5940.0,4.429,297.02438,49.89217
0,0.4808294015396076,0,0,0,0.0879,4.1,6528.0,4.257,297.51782,49.917702
0,0.4808294015396076,0,0,0,0.5434,7.8,6528.0,4.257,297.51782,49.917702
0,1.0,0,0,0,0.275,23.0,6122.0,4.487,287.16504,50.113232
2,0.0,0,1,0,0.95,584.8,6617.0,4.373,293.48392,50.12513
2,0.0,0,1,0,0.548,1967.2,5721.0,4.453,297.3342,50.311138
2,0.0,1,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,290.55728,50.832722
0,0.4808294015396076,0,0,0,0.12,7.2,6200.0,4.16,288.96124,42.265011
2,0.0,0,1,0,0.065,1797.6,5516.0,4.364,298.38272,44.61557
2,0.0,0,1,1,0.783,166.0,4483.0,4.629,298.57599,44.683788
2,0.0,0,1,1,1.128,415.0,5388.0,4.449,301.09857,44.76059
2,0.0,0,1,0,1.022,427.6,6244.0,3.986,294.3335,44.870853
2,0.008,0,1,0,0.002,506.4,6435.0,4.385,291.84222,45.2393
2,0.0,0,1,0,0.822,4638.1,6712.0,4.174,299.39795,45.31823
2,0.0,0,1,0,0.798,616.3,5873.0,4.547,290.38962,45.681438
2,0.0,0,1,0,0.928,154.7,6108.0,4.471,290.39124,45.68161
2,0.4808294015396076,1,0,0,0.1865,6.9,6669.0,4.224,288.72083,42.71698
2,0.4808294015396076,1,0,0,0.0158,12.5,6299.0,4.401,291.34805,42.79454
2,0.4808294015396076,1,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,291.34805,42.79454
2,0.0,0,1,0,0.895,34.2,6826.0,4.187,283.60733,43.004189
0,0.4808294015396076,0,0,0,0.0898,13.4,6017.0,4.508,295.68481,47.748081
0,0.742,0,0,0,0.32,11.0,5157.0,4.445,283.47818,43.383781
2,0.4808294015396076,1,0,0,0.3788,6.0,6003.0,4.346,296.85583,43.058311
2,0.0,0,1,0,1.296,272.8,6428.0,4.144,295.91998,43.28175
2,0.991,0,1,0,0.99,238.9,6384.0,4.026,296.41437,51.162006
2,0.0,0,1,0,1.169,86.5,7517.0,3.717,296.01483,51.34697
0,0.791,0,0,0,0.778,8.9,6014.0,4.436,295.62659,49.130428
0,0.404,0,0,0,0.892,7.8,5569.0,4.459,292.17114,40.916309
0,0.638,0,0,0,0.576,11.0,4620.0,4.564,290.17502,52.220341
2,0.0,0,1,1,0.439,10.4,6188.0,4.33,296.27393,44.010441
0,0.496,0,0,0,0.0,11.1,5670.0,4.387,292.32645,38.657581
2,0.4808294015396076,1,0,0,0.2431,4.7,6208.0,4.462,292.60025,37.832069
0,0.901,0,0,0,0.783,11.0,5528.0,3.892,292.71445,44.082329
2,0.0,0,1,0,0.99,2126.1,6399.0,4.312,293.09286,45.691841
2,0.0,0,1,0,0.426,297.2,4601.0,4.681,294.66852,45.966431
0,0.137,0,0,0,0.667,9.5,6297.0,4.448,297.9516,46.264721
0,0.0,0,0,0,1.27,471.0,8914.0,3.896,297.18176,45.988441
2,0.0,1,0,0,1.092,613.1,5654.0,4.59,294.17896,46.188431
2,0.0,0,1,1,0.864,98.1,5812.0,4.434,299.60898,46.115662
2,0.0,0,1,0,0.258,1117.0,5957.0,4.498,291.85846,46.386452
2,0.0,0,1,0,1.162,249.4,5761.0,4.581,297.35962,46.343552
2,0.0,0,1,0,0.7,2200.0,6103.0,4.363,290.99643,43.458752
2,0.0,1,0,0,0.156,16.6,6731.0,4.043,299.44345,43.449886
0,0.959,0,0,0,0.188,9.4,5746.0,4.189,295.97079,43.52969
2,0.4808294015396076,1,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,295.97079,43.52969
2,0.0,0,1,1,1.243,122.3,4289.0,1.603,296.98563,43.581352
1,1.0,0,0,0,0.104,16.2,5254.0,4.05,297.21216,43.643719
1,1.0,0,0,0,0.064,15.3,5254.0,4.05,297.21216,43.643719
2,0.0,0,1,0,0.002,350.4,5495.0,4.543,283.06628,43.743591
1,1.0,0,0,0,0.642,25.9,4895.0,4.589,287.30283,39.289688
0,0.4808294015396076,0,0,0,0.2429,4.5,5178.0,4.556,293.1311,45.663551
0,0.4808294015396076,0,0,0,0.2505,7.1,5564.0,4.522,297.48691,49.623451
0,0.4808294015396076,0,0,0,0.1484,9.4,5477.0,4.571,291.65778,48.009312
0,1.0,0,0,0,0.388,29.5,4821.0,4.529,294.6647,39.783829
2,0.0,1,0,1,0.583,17.8,5815.0,4.5,291.87799,41.769581
2,0.4808294015396076,1,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,295.62469,42.545898
0,0.982,0,0,0,0.296,10.7,5518.0,4.4,294.00946,42.880772
2,0.0,0,1,0,0.448,1284.0,4947.0,4.636,293.54028,46.437279
2,0.0,0,1,1,0.027,70.1,5478.0,4.573,298.79437,46.680771
2,0.0,0,1,0,0.517,7878.0,6297.0,4.155,297.44794,46.884319
2,0.0,0,1,1,1.264,92.8,5763.0,4.484,297.25943,46.987629
2,0.0,0,1,0,1.297,35.9,5008.0,4.663,291.14401,47.185459
